Course ID,Department,Course,Section,Course Title,Name,Schedule,LMT/ENR/WL,LMT,ENR,WL,Location,Yr,Trm,Sub
RE 102 03,RE,102,3,The Bible in a Diverse World,"Jeffcoat Schedtler, J",M W F 12:00PM-1:05PM,38/38/3,38,38,3,,2023-24,WI,
RE 102 04,RE,102,4,The Bible in a Diverse World,"Jeffcoat Schedtler, J",M W F 1:15PM-2:20PM,38/38/4,38,38,4,,2023-24,WI,
RE 102 05,RE,102,5,The Bible in a Diverse World,"Wendland, K",M W F 1:15PM-2:20PM,38/38/4,38,38,4,,2023-24,WI,
RE 200 01,RE,200,1,Introduction to Theology,"Riswold, C",M W F 10:45AM-11:50AM,34/20/0,34,20,0,,2023-24,WI,
RE 202 01,RE,202,1,World Religions in Dialogue,"Terasawa, K",M W F 9:00AM-10:05AM,25/25/2,25,25,2,,2023-24,WI,
RE 202 02,RE,202,2,World Religions in Dialogue,"Terasawa, K",M W F 10:45AM-11:50AM,25/25/2,25,25,2,,2023-24,WI,
RE 340 01,RE,340,1,Islam and the Modern World,"Terasawa, K",M W F 1:15PM-2:20PM,25/20/0,25,20,0,,2023-24,WI,
SCH 115 10,SCH,115,10,Opportunities Seminar,"Clark, R",T 6:30PM-8:10PM,25/12/0,25,12,0,,2023-24,WI,W1
SCH 115 20,SCH,115,20,Opportunities Seminar,"Clark, R",W 6:30PM-8:10PM,25/10/1,25,10,1,,2023-24,WI,W2
SO 101 01,SO,101,1,Introduction to Sociology,"Sundblad, D",MWF 9:00AM-10:05AM,30/21/0,30,21,0,,2023-24,WI,
SO 101 02,SO,101,2,Introduction to Sociology,"McQueen, J",M W F 10:45AM-11:50AM,30/12/0,30,12,0,,2023-24,WI,
SO 302 01,SO,302,1,Communities,"Sundblad, D",M W F 10:45AM-11:50AM,35/11/0,35,11,0,,2023-24,WI,
SO 421 01,SO,421,1,Adv Research Meth & Data Analysis,"Eslick Watkins, A",T H 1:00PM-2:40PM,8/0/0,8,0,0,,2023-24,WI,
SO 421 02,SO,421,2,Adv Research Meth & Data Analysis,"Munir, S",M W F 10:45AM-11:50AM,8/0/0,8,0,0,,2023-24,WI,
SO 421 03,SO,421,3,Adv Research Meth & Data Analysis,"Eslick Watkins, A",M W F 1:15PM-2:20PM,8/0/0,8,0,0,,2023-24,WI,
SO 422 01,SO,422,1,Qualitative Research Methods,"Sundblad, D",T H 9:35AM-11:15AM,20/20/1,20,20,1,,2023-24,WI,
SP 104 01,SP,104,1,Elementary Spanish I,"Ramirez Martinez, M",MWF 10:45AM-11:50AM,25/25/0,25,25,0,,2023-24,WI,
SP 104 02,SP,104,2,Elementary Spanish I,"Ramirez Martinez, M",M W F 1:15PM-2:20PM,25/21/0,25,21,0,,2023-24,WI,
SP 106 01,SP,106,1,Elementary Spanish II,"Llerena Gomez, H",T H 6:30PM-8:10PM,25/25/5,25,25,5,,2023-24,WI,
SP 204 01,SP,204,1,Intermediate Spanish I,"Rector, A",MWF 10:45AM-11:50AM,20/20/1,20,20,1,,2023-24,WI,
SP 206 01,SP,206,1,Intermediate Spanish II,"Rector, A",MWF 12:00PM-1:05PM,20/6/0,20,6,0,,2023-24,WI,
SP 206 02,SP,206,2,Intermediate Spanish II,"Rector, A",M W F 1:15PM-2:20PM,20/3/0,20,3,0,,2023-24,WI,
SP 304 01,SP,304,1,Spanish Tutoring,"Ramirez Martinez, M",,20/5/0,20,5,0,,2023-24,WI,
SP 322 01,SP,322,1,Spanish for Health Professions,"Ramirez Martinez, M",M W F 9:00AM-10:05AM,20/18/0,20,18,0,,2023-24,WI,
SP 323 01,SP,323,1,Introduction to Spanish Linguistics,"Ramirez Martinez, M",M W F 12:00PM-1:05PM,20/12/0,20,12,0,,2023-24,WI,
SW 202 01,SW,202,1,Group and Organizational Behavior,"Coleman-Waterbury, T",M W F 12:00PM-1:05PM,30/24/0,30,24,0,,2023-24,WI,
SW 202 02,SW,202,2,Group and Organizational Behavior,"TBA, T",M W F 12:00PM-1:05PM,17/17/0,17,17,0,,2023-24,WI,
SW 300 01,SW,300,1,Social Policy,"Coleman-Waterbury, T",T H 9:35AM-11:15AM,20/17/0,20,17,0,,2023-24,WI,
SW 301 01,SW,301,1,Practice I – Interview & Assess,"Faux, T",MWF 9:00AM-10:05AM,25/10/0,25,10,0,,2023-24,WI,
SW 400 01,SW,400,1,Senior Integrative Seminar,"Faux, T",H 1:15PM-4:15PM,20/15/0,20,15,0,,2023-24,WI,
SW 400 02,SW,400,2,Senior Integrative Seminar,"TBA, T",,15/0/0,15,0,0,,2023-24,WI,
SW 401 01,SW,401,1,Supervised Field Instruction,"Faux, T",F 2:30PM-4:30PM,20/15/0,20,15,0,,2023-24,WI,
SW 401 02,SW,401,2,Supervised Field Instruction,"TBA, T",,15/0/0,15,0,0,,2023-24,WI,
SW 402 01,SW,402,1,Supervised Field Instruction,"Faux, T",,20/15/0,20,15,0,,2023-24,WI,
SW 402 02,SW,402,2,Supervised Field Instruction,"TBA, T",,15/0/0,15,0,0,,2023-24,WI,
SW 403 01,SW,403,1,Supervised Field Instruction,"Faux, T",,20/15/0,20,15,0,,2023-24,WI,
SW 403 02,SW,403,2,Supervised Field Instruction,"TBA, T",,15/0/0,15,0,0,,2023-24,WI,
WW 999 01,WW,999,1,Wartburg West,"TBA, T",,20/0/0,20,0,0,,2023-24,WI,
